@relation Main_SemC_17-18-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute A1 {TVGUIDE,MODMAT,MASSEY,KMART,ROSES,CHILDCRAFT,HANOVRHOUSE,HANOVRHOUS,GUIDEPOSTS,HOMESHOP,USCAV,COLORTIL,WARDS,TARGET,WOOLWORTH,AMES,WOOLWRTH,ABBYPRESS,BELKS,SEARS,JCPENNY,CENPURCH,BELK,TOYSRUS,ECKERD,JCP,COLORTILE,BESTPROD,HANHOUSE,HILLS,SHEPLERS,HANOVERHOUSE,AUSTADS,NATLWILDLIFE,JAMESWAY,BURDINES,EXXON,HOMESHOPPING,NTLWILDLIFE,CHILDWORLD,DOWNS,GLOBAL,CASUALLIVING,CAMPINGWORLD,OLDVILLAGESHOP,GLOBALEQUP,YIELDHOUSE,REI,ECKERDS,WALMART,DUNNS,MERVYNS,LAZARUS,GALLS,COMPETITIVEDGE,CASLIVING,BRENDLS,SERVMERCH,LURIAS,ABBEYPRESS,HANOVERHSE,ABBEY,GURNEY,ADCO,KIDSRUS,PENNEY,CVS,homeshop,kmart,hanoverhouse,homeshopping,bestprod,venture,modmat,target,jfk,colorfulimage,toysrus,eckerds,jcp,walmart,eckerd,best}
@attribute A2 numeric
@attribute A3 {YES,NO}
@attribute A4 {KEY,KeY,key}
@attribute A5 {YES,NO}
@attribute A6 {BENTON,UDDEHOLM}
@attribute A7 {GALLATIN,gallatin}
@attribute A8 {UNCOATED,COATED,coated,super,uncoated}
@attribute A9 {UNCOATED,COATED,COVER,coated,uncoated,cover}
@attribute A10 {NO,YES,no}
@attribute A11 {LINE,XYLOL,NAPTHA}
@attribute A12 {YES,NO,no,yes}
@attribute A13 {Motter94,WoodHoe70,Albert70,Motter70}
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 {TABLOID,CATALOG,SPIEGEL,catalog,tabloid,spiegel}
@attribute A17 {NorthUS,CANADIAN,CANAdiAN,SCANDANAVIAN,SouthUS,mideuropean}
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 {band,noband}

@data
ABBEYPRESS,27490,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,NO,Albert70,802,7,CATALOG,NorthUS,32,42,16,70,0.625,48,0,1350,63.9,36.1,0,3,1,34,40,100,noband
TVGUIDE,25452,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,67.5,50,16.5,73,0.875,20,18.1,1800,47.6,34.3,0,2.5,0.8,34,40,110.71,band
AUSTADS,38121,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,815,9,CATALOG,CANADIAN,45,60,16,88,0.75,33,0,1500,56.8,43.2,0,2.9,1.1,40,40,103.22,band
SHEPLERS,35001,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,COVER,NO,LINE,NO,WoodHoe70,816,2,SPIEGEL,NorthUS,42,42,14.5,78,1,28,0,1800,61.7,38.3,0,2.5,2,40,40,100,band
AUSTADS,38121,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,COVER,NO,LINE,NO,WoodHoe70,815,2,CATALOG,CANADIAN,45,40,16,89,0.625,22,0,1300,60,40,1,2.5,1,40,40,106.45,band
AUSTADS,38121,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,COVER,NO,LINE,NO,WoodHoe70,815,2,CATALOG,CANADIAN,45,42,14,89,0.75,26,0,1450,58.8,41.2,1,2.5,1,40,40,103.22,band
DOWNS,35525,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,WoodHoe70,815,9,CATALOG,NorthUS,40,54,14.8,87,0.724333,29,0,1000,58.8,41.2,0,2.9,1,40,40,106.45,band
AUSTADS,38121,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,WoodHoe70,815,9,CATALOG,CANADIAN,45,42,16,83,0.625,30,0,1950,58.8,41.2,0,2.5,1,40,40,106.45,band
HANOVERHSE,34099,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,2,CATALOG,NorthUS,45,41,13.3,70,0.75,50,0,1700,60.2,39.8,0,3,0.8,38,40,117.85,noband
HANOVERHSE,34099,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,7,CATALOG,NorthUS,45,41,13.3,70,0.75,50,0,1700,63.9,36.1,0,3,0.7,38,40,117.85,noband
SHEPLERS,35001,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,WoodHoe70,816,9,SPIEGEL,NorthUS,35,42,15.5,80,1,26,0,1800,62.5,37.5,3,2.5,2,40,40,100,noband
TVGUIDE,25452,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,2,TABLOID,NorthUS,65,50,15.1,75,0.625,20,19,1800,47.6,33.4,0,2.7,0.6,34,40,110.71,noband
TVGUIDE,25451,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,55,40,15.1,69,0.625,20,19.5,1450,44.2,36.3,0,2.5,0.9,34,40,106.45,noband
MODMAT,48201,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,815,2,CATALOG,NorthUS,62,52,15,78,0.75,28,5.9,1400,58.8,35.3,4,2.5,0.8,40,40,103.22,band
TARGET,34556,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,2,SPIEGEL,CANADIAN,37.5,42,16,70,0.375,28,0,2400,58.8,41.2,3,3,0.8,30,40,106.45,band
DOWNS,35525,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,815,2,CATALOG,NorthUS,40,54,22.2,77,0.625,32,6.25,1000,56.25,37.5,0,3,1.2,40,40,106.45,band
TARGET,34556,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,9,SPIEGEL,CANADIAN,37.5,40,14,80,0.25,24,0,2400,58.8,41.2,2,2.5,0.8,30,40,106.45,noband
TARGET,34556,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,2,SPIEGEL,CANADIAN,37.5,50,15.5,95,0.625,26,0,2350,62.5,37.5,1,2.6,0.6,30,40,106.45,noband
TARGET,34556,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,2,SPIEGEL,CANADIAN,37.5,41,15,80,0.5,30,0,2398,58.8,41.2,9,2.5,0.7,30,40,106.45,noband
AMES,34590,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,827,9,TABLOID,CANADIAN,50,40,15,72,0.75,30,0,2233,58.8,41.2,8,1.5,1,33,40,106.45,noband
AMES,34590,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,827,2,TABLOID,CANADIAN,50,40,15,88,0.75,30,0,2233,58.8,41.2,8,3,1,33,40,106.45,noband
ECKERDS,34693,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,2,TABLOID,CANADIAN,45,41,16.1,74,1,30,0,1800,62.5,37.5,1,2.5,1.2,30,40,106.45,noband
ECKERDS,34693,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,9,TABLOID,CANADIAN,50,41,15.7,80,1,43,0,1800,62.5,37.5,1,2.5,1.5,30,40,106.45,noband
ECKERDS,34694,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,CANADIAN,30,41,15.5,74,0.8125,30,2.5,1900,58,39.5,4.5,1.9,1.3,30,40,114.28,noband
DOWNS,35525,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,815,2,CATALOG,NorthUS,40,41,15.5,76,0.75,28,3.6,1750,60.2,36.1,4,3,1,40,40,117.85,noband
TVGUIDE,25502,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,2,TABLOID,NorthUS,52,52,16,78,0.75,30,14.1,1250,50.5,53.4,0,3,0.9,34,40,103.22,band
CHILDCRAFT,37001,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,7,CATALOG,NorthUS,45,62,15,76,0.75,50,0,1500,58.8,41.2,0,3,1.2,38,40,103.225,band
ECKERDS,35462,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,Motter94,824,2,TABLOID,NorthUS,40,58,17,75,0.05625,30,0,1900,58.8,41.2,0,2.6,1.4,30,40,103.225,band
CHILDCRAFT,37001,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,802,7,CATALOG,NorthUS,60,60,15,80,0.75,56,14.3,1380,47.6,38.1,0,3,1,38,40,106.4,noband
ABBEY,24780,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,816,9,CATALOG,NorthUS,47.5,65,14,80,0.5,27,11.5,1725,52.1,36.4,3,3,0.9,34,40,103.125,noband
KMART,37371,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,NO,WoodHoe70,816,2,TABLOID,NorthUS,40,58,15.5,84,0.375,25,9,2000,52.8,38.2,5,3,1.1,35,40,103.125,noband
KMART,37371,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,816,9,TABLOID,NorthUS,40,58,15,80,0.1875,30.907563,3.2,2000,53.8,43,0,2.5,1,35,40,103.125,noband
ABBEY,24780,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,816,2,CATALOG,NorthUS,47.5,65,15.7,87,0.25,30.907563,5.6,1725,55.6,38.9,3,3,0.85,34,40,103.125,noband
TARGET,88231,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,9,SPIEGEL,NorthUS,40,62,13.7,91,0.375,32,5.6,2300,55.6,38.9,2,2.5,1,33,40,100,noband
TARGET,88231,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,2,SPIEGEL,NorthUS,40,62,14.9,80,0.5,28,3.4,2303,56.8,39.8,2,2.5,0.6,33,40,100,noband
AMES,37182,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,821,2,TABLOID,NorthUS,45,58,15,75,0.625,20,10.5,2100,52.6,36.8,0,2.5,0.7,33,40,103.125,noband
AMES,37182,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,45,58,15,72,0.625,25,10.5,2100,52.6,36.8,5,2.5,0.8,33,40,103.125,noband
TVGUIDE,25530,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,42,58,16,78,0.5,25,0,1800,58.8,41.2,5,2.5,1,34,40,103.125,noband
BESTPROD,37970,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Albert70,802,2,CATALOG,NorthUS,27.5,41,17.58,80,0.75,50,3.4,1490,56.8,39.8,0,3,1,35,40,103.125,noband
BESTPROD,37970,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Albert70,802,7,CATALOG,NorthUS,35,41,16.66,78,0.75,50,7.6,1490,54.3,38,0,3,1,35,40,106.7,noband
CHILDCRAFT,37001,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,802,2,CATALOG,NorthUS,60,60,15,80,0.75,50,10.4,1380,47.2,42.5,0,3,1,38,40,106.5,noband
ABBEY,24780,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Albert70,802,2,CATALOG,NorthUS,40,60,15,80,0.625,50,0,1400,58.8,41.2,0,3,0.6,34,40,103.1,noband
ABBEY,24780,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Albert70,802,7,CATALOG,NorthUS,45.036082,60,15,80,0.625,50,6.6,1400,54.9,38.5,6,3,1.1,34,40,103.1,noband
SHEPLERS,35529,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,802,2,SPIEGEL,NorthUS,45,58,17,72,0.75,30.907563,3.2,1470,53.8,43,0,3,1,34,40,100,noband
TOYSRUS,35874,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,Motter94,824,2,TABLOID,NorthUS,40,62,16.1,82,0.812,30,5.7,1800,56.8,37.5,10,0.7,0.5,30,40,106.5,noband
TOYSRUS,35874,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,Motter94,824,9,TABLOID,NorthUS,40,62,16.1,78,0.5625,25,5.5,1800,55,39.5,0,1.6,1.5,30,40,103.23,noband
WARDS,37508,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,NorthUS,45,57,15,88,0.5625,30,10.4,1900,52.1,37.5,0,2.5,1.8,30,40,100,noband
WARDS,37513,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,NorthUS,40,59,16.4,85,0.8125,30,0,1900,58.8,41.2,10,2,0.8,30,40,96.88,noband
ROSES,35761,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,2,TABLOID,NorthUS,35,59,16.1,82,0.724333,28,0,2500,58.8,41.2,0,2.5,1.3,30,40,100,noband
ROSES,35761,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,9,TABLOID,NorthUS,35,59,16.1,84,0.724333,30,0,2500,55,45,0,2.5,1.1,30,40,100,noband
GURNEY,37018,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,2,SPIEGEL,NorthUS,42.5,47,16.2,78,0.75,30,0,2100,56.2,43.8,0,2.5,1.2,33,40,110,band
ADCO,39200,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,WoodHoe70,815,2,CATALOG,NorthUS,40,68,14.8,90,1,30,0,1440,58.8,41.2,0,2.5,1,40,40,103.13,band
KMART,37371,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,816,2,TABLOID,NorthUS,40,60,15,85,1,25,6.9,2100,54,39.1,0,2.5,1.2,35,40,103.13,band
HANOVERHOUSE,39027,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,2,CATALOG,NorthUS,50,65,16,80,0.5,28,12.5,1550,50,37.5,0,2.5,1.5,34,40,106.45,band
HANOVERHOUSE,39027,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,WoodHoe70,816,9,CATALOG,NorthUS,50,60,16,78,0.5,28,4.5,1520,53,42,0,2.5,1.5,34,40,106.2,band
AMES,37189,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2,TABLOID,NorthUS,40,63,15.8,80,0.75,30,10.5,2000,52.6,36.9,0,3,1,33,40,109.7,band
WARDS,37510,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,9,CATALOG,NorthUS,40,60,14.5,85,1,35,0,1250,58.8,41.2,2.5,1.5,1,30,40,100,band
BESTPROD,37964,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,815,2,CATALOG,NorthUS,40,69,14.5,76,0.625,22,0,1250,58.8,41.2,1,2.5,1,35,40,100,band
WARDS,37510,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,WoodHoe70,815,2,CATALOG,NorthUS,45,61,14,98,0.75,30,0,1600,58.8,41.2,2,2.4,0.9,30,40,100,band
BESTPROD,37965,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,NO,WoodHoe70,816,9,CATALOG,NorthUS,55,61,21,78,1,28,0,1500,58.8,41.2,3,2.5,0.7,35,40,100,band
GURNEY,37018,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,9,SPIEGEL,NorthUS,42.5,52,16,82,0.75,30,0,2150,58.8,41.2,0,2.5,1,33,40,110,band
CHILDCRAFT,34250,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,COVER,NO,LINE,NO,WoodHoe70,816,2,CATALOG,NorthUS,50,47,15,80,0.625,28,0,1750,59,41,0,1,1,38,40,91.89,band
MODMAT,47301,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,2,CATALOG,NorthUS,45.036082,44,14.3,78,0.25,32,0,1650,56.8,43.2,3,2.5,2.5,40,40,100,band
MODMAT,47301,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,2,CATALOG,NorthUS,45.036082,43,15.2,78,0.75,32,8.2,1500,51,40.8,2,2.7,1.8,40,40,106.25,band
MODMAT,47301,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,2,CATALOG,NorthUS,55,44,15,70,0.625,28,8.2,1700,51,40.8,0,2.5,2,40,40,100,band
TOYSRUS,35880,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,2,CATALOG,NorthUS,40,38,16.5,85,0.625,30,4.3,1900,53.2,42.5,0,3,1,30,40,103.13,band
TOYSRUS,35880,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,2,TABLOID,NorthUS,40,40,15.7,85,0.3125,27,4.3,2050,53.2,42.5,1,2.5,1.5,30,40,103.13,band
TOYSRUS,35880,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,2,TABLOID,NorthUS,40,40,14.9,75,0.625,28,4.3,2000,53.2,42.5,4,2.5,1.5,30,40,117.86,band
TVGUIDE,25550,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,40,47,14.5,85,0.75,25,10.5,1850,52.6,36.9,2,0,0,34,40,110,band
BURDINES,37068,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,821,2,TABLOID,NorthUS,40,49,17,75,0.625,30,0,1600,58.8,41.2,0,2.5,0.65,33,40,109.6,band
SHEPLERS,35529,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,802,7,SPIEGEL,NorthUS,47.5,58,13.1,70,0.724333,55,10,1660,50,40,0,2.9,1,34,40,96.88,band
KIDSRUS,29442,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,COVER,NO,LINE,YES,WoodHoe70,816,2,TABLOID,NorthUS,50,40,15.2,78,1,24,0,1850,58.8,41.2,0,2.9,1.1,40,40,103.13,band
USCAV,35522,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,2,CATALOG,NorthUS,40,65,15,80,0.625,50,10.4,1640,47.2,42.4,1,3,1.5,32,40,103.13,band
COLORTILE,37575,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,NorthUS,30,50.949438,17,78,0.8125,30,0,1700,58.8,41.2,0,2.5,1.2,30,40,106.25,band
COLORTILE,34272,YES,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,NorthUS,30,40,14,73,0.5625,30,0,1800,58.8,41.2,0,0,0,30,40,100,band
CHILDCRAFT,37001,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,802,7,CATALOG,NorthUS,50,62,11.2,80,0.724333,50,0,1570,58.8,41.2,0,3,1,38,40,103.23,band
SHEPLERS,35529,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,802,7,SPIEGEL,NorthUS,45,63,15,80,0.75,50,0,1470,58.8,41.2,2,3,1,34,40,100,band
USCAV,35522,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,7,CATALOG,NorthUS,37.5,65,16,80,0.625,50,6.6,1640,54.9,38.5,3,3,1,32,40,103.13,band
KMART,34514,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,40,39,15,83,0.625,30,0,2000,58.1,41.9,1,2.5,0.6,35,40,100,band
KMART,34514,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,40,39,15,72,0.375,30,0,2000,58.1,41.9,1,2.5,0.3,35,40,109.9,band
TVGUIDE,25532,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,2,TABLOID,NorthUS,40,59,15,80,0.75,40,13.3,1750,51,35.7,0,2.2,0.7,34,40,100,band
BESTPROD,37998,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,815,2,TABLOID,NorthUS,30,50,16.1,79,0.625,25,5.780579,1400,55.638533,38.567645,1.319358,2.5,1,34.775258,40,106,band
GUIDEPOSTS,23233,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,40,40,14.5,72,0.625,34,5.780579,1620,55.638533,38.567645,1.319358,2.5,1.3,34.775258,40,102,band
KMART,34518,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,NO,Motter94,821,7,TABLOID,NorthUS,45,36,14,76,0.625,20,5.780579,1700,55.638533,38.567645,1.319358,2,0.9,34.775258,40,100,band
PENNEY,34014,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,816,9,TABLOID,NorthUS,40,40,15.5,75,0.75,25,5.780579,1100,55.638533,38.567645,1.319358,2.5,1,34.775258,40,102.941,band
WOOLWORTH,34227,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,NorthUS,35,42,15,78,0.5625,40,5.780579,1750,55.638533,38.567645,1.319358,2.3,1,34.775258,40,103,band
ROSES,36423,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2,TABLOID,NorthUS,55,51,16.4,78,0.5,29,5.780579,1800,55.638533,38.567645,1.319358,1.5,1,34.775258,40,100,band
ROSES,34294,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,821,2,TABLOID,NorthUS,35,48,16,72,0.75,20,5.780579,1650,55.638533,38.567645,1.319358,1.5,1.1,34.775258,40,83.33,band
ROSES,34293,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,2,TABLOID,NorthUS,47.5,50,17,70,0.5,30,5.780579,2000,55.638533,38.567645,1.319358,2.2,0.7,34.775258,40,103.225,band
TOYSRUS,34156,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,10,TABLOID,NorthUS,40,52,13.5,85,0.75,30,5.780579,1900,55.638533,38.567645,1.319358,0,0,34.775258,40,94.4,band
TARGET,34453,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,827,2,SPIEGEL,NorthUS,47.5,53,17,80,0.625,20,5.780579,1850,55.638533,38.567645,1.319358,2,1.5,34.775258,40,105.7,band
TARGET,34453,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,816,9,SPIEGEL,NorthUS,50,56,15,80,0.1875,26,5.780579,1950,55.638533,38.567645,1.319358,2.5,1.5,34.775258,40,102.857,band
CVS,34763,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,824,2,TABLOID,NorthUS,55,56,21,80,0.875,35,5.780579,1650,55.638533,38.567645,1.319358,2.1,0.6,34.775258,40,100,band
CVS,34763,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,824,2,TABLOID,NorthUS,55,54,17.5,82,0.8125,28,5.780579,1600,55.638533,38.567645,1.319358,2.5,1,34.775258,40,102.94,band
TOYSRUS,34157,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,824,2,TABLOID,NorthUS,40,57,16,86,0.8125,30,5.780579,1700,55.638533,38.567645,1.319358,2.5,1,34.775258,40,102.94,band
TARGET,34465,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,1,SPIEGEL,NorthUS,35,56,15.1,81,0.75,32,5.780579,2000,55.638533,38.567645,1.319358,2.5,1,34.775258,40,102.94,band
KMART,34527,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,821,7,SPIEGEL,NorthUS,50,66,14.8,80,0.625,30,5.780579,1840,55.638533,38.567645,1.319358,2.5,1,34.775258,40,100,band
MODMAT,47304,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,815,9,CATALOG,NorthUS,50,67,14.5,86,0.75,22,5.780579,1300,55.638533,38.567645,1.319358,2.5,2,34.775258,40,102.77,band
homeshop,36567,NO,key,YES,BENTON,gallatin,coated,coated,no,LINE,no,Albert70,816,2,catalog,NorthUS,45.036082,62,14.5,84,0.724333,23,5.780579,1200,55.638533,38.567645,1.319358,2.5,0.987594,34.775258,40,103.22,band
kmart,34533,NO,key,YES,BENTON,gallatin,super,uncoated,no,LINE,yes,Motter94,821,2,tabloid,NorthUS,45.036082,63,15.5,79,0.625,35,5.780579,1760,55.638533,38.567645,1.319358,2.4,1,34.775258,40,106.25,band
hanoverhouse,34905,NO,key,YES,BENTON,gallatin,coated,coated,no,LINE,yes,Albert70,816,9,catalog,NorthUS,45.036082,67,15.1,80,0.75,28,5.780579,1780,55.638533,38.567645,1.319358,2.5,1,34.775258,40,106.25,band
kmart,34534,NO,key,YES,BENTON,gallatin,super,uncoated,no,LINE,yes,Motter94,821,7,spiegel,NorthUS,45.036082,50,15.7,82,0.724333,30,5.780579,1850,55.638533,38.567645,1.319358,2.400938,0.987594,34.775258,40,103.22,band
kmart,34534,NO,key,YES,BENTON,gallatin,super,uncoated,no,LINE,yes,Motter94,821,7,spiegel,NorthUS,45.036082,60,15,82,0.5,22,5.780579,1800,55.638533,38.567645,1.319358,2.5,1,34.775258,40,96.8,band
